order_id,order_date,customer_id,seller_id,order_status
75,18/11/21,531,48,Inprogress
76,29/10/23,591,27,Delivered
77,5/6/2022,52,22,Cancelled
78,12/3/2021,376,48,Cancelled
79,17/09/21,799,53,Cancelled
80,20/12/23,361,2,Returned
81,10/3/2022,40,15,Returned
82,10/4/2021,579,50,Cancelled
83,24/03/20,698,24,Inprogress
84,12/4/2023,688,18,Cancelled
85,16/08/21,830,36,Inprogress
86,1/10/2020,295,2,Delivered
87,6/11/2022,513,27,Inprogress
88,15/09/22,562,3,Returned
89,24/10/20,417,52,Cancelled
90,9/3/2020,560,28,Inprogress
91,29/11/23,233,28,Returned
92,18/04/21,185,37,Delivered
93,2/8/2022,360,15,Inprogress
94,4/2/2022,275,43,Delivered
95,31/01/23,481,9,Returned
96,3/9/2021,835,15,Inprogress
97,5/11/2021,528,52,Cancelled
98,10/7/2022,492,33,Inprogress
99,4/11/2021,651,42,Delivered
100,16/10/20,249,20,Returned
101,10/1/2023,474,50,Returned
102,25/01/20,603,22,Cancelled
103,19/04/22,558,11,Returned
104,29/10/23,818,1,Delivered
105,22/06/20,580,48,Delivered
106,3/9/2021,263,15,Cancelled
107,19/10/23,851,13,Cancelled
108,27/01/22,312,53,Returned
109,1/10/2020,307,21,Returned
110,26/08/23,338,25,Delivered
111,26/01/21,282,28,Returned
112,24/11/23,277,22,Inprogress
113,30/05/22,31,40,Delivered
114,21/04/23,191,15,Cancelled
115,6/11/2023,611,14,Returned
116,5/6/2022,851,17,Delivered
117,16/03/23,564,28,Delivered
118,6/12/2022,180,2,Inprogress
119,26/01/20,203,25,Returned
120,11/3/2021,181,51,Delivered
121,22/12/20,129,42,Returned
122,23/05/20,8,5,Returned
123,10/9/2021,624,44,Delivered
124,29/03/23,877,40,Cancelled
125,1/1/2020,219,50,Delivered
126,15/03/20,866,13,Returned
127,14/03/22,439,49,Delivered
128,21/05/23,884,20,Delivered
129,7/9/2020,527,22,Cancelled
130,29/09/21,41,15,Returned
131,21/08/23,824,37,Cancelled
132,2/5/2021,534,14,Delivered
133,22/12/22,767,17,Inprogress
134,26/06/21,154,40,Inprogress
135,13/09/22,386,38,Delivered
136,22/12/23,87,29,Inprogress
137,18/12/20,5,52,Delivered
138,4/7/2020,293,50,Returned
139,20/11/21,830,34,Delivered
140,21/08/23,3,52,Cancelled
141,24/05/22,312,31,Cancelled
142,24/03/22,863,30,Returned
143,5/12/2020,601,12,Cancelled
144,5/9/2022,259,7,Inprogress
145,24/10/20,257,37,Delivered
146,23/01/24,112,17,Returned
147,12/1/2021,178,50,Cancelled
148,13/12/20,244,45,Delivered
149,12/3/2022,418,37,Inprogress
150,11/11/2020,177,6,Delivered
151,21/08/21,468,24,Returned
152,10/3/2023,28,6,Inprogress
153,26/07/20,677,5,Inprogress
154,2/4/2023,578,21,Returned
155,6/3/2021,416,7,Delivered
156,24/01/22,179,28,Delivered
157,28/07/20,290,20,Inprogress
158,2/12/2022,406,50,Cancelled
159,24/11/20,358,49,Delivered
160,8/1/2021,506,49,Delivered
161,1/12/2023,471,21,Returned
162,7/9/2020,613,16,Inprogress
163,8/2/2022,799,36,Cancelled
164,16/11/23,789,36,Cancelled
165,17/01/23,290,13,Delivered
166,30/08/23,557,21,Inprogress
167,4/7/2023,412,3,Returned
168,16/08/20,154,33,Delivered
169,22/05/23,341,10,Delivered
170,13/04/22,395,17,Returned
171,19/09/22,810,44,Returned
172,22/12/23,519,39,Returned
173,5/3/2021,193,43,Returned
174,31/07/20,836,6,Inprogress
175,14/11/20,506,21,Inprogress
176,20/07/21,561,2,Returned
177,10/6/2020,495,46,Returned
178,3/12/2021,867,40,Returned
179,17/01/23,249,4,Cancelled
180,21/07/22,166,27,Inprogress
181,23/06/22,830,43,Inprogress
182,22/11/23,140,36,Cancelled
183,28/01/22,508,13,Inprogress
184,26/07/20,785,37,Inprogress
185,22/04/20,809,43,Inprogress
186,22/04/20,646,22,Delivered
187,25/08/23,828,25,Delivered
188,19/02/22,338,20,Returned
189,5/9/2022,684,50,Cancelled
190,9/11/2022,735,16,Delivered
191,16/05/21,621,23,Delivered
192,1/1/2021,805,20,Returned
193,9/4/2021,361,45,Returned
194,17/10/23,118,10,Returned
195,13/04/21,883,6,Delivered
196,5/3/2023,114,44,Returned
197,29/04/22,537,11,Returned
198,4/8/2021,16,48,Inprogress
199,9/1/2023,406,50,Inprogress
200,18/12/20,329,33,Delivered
201,9/6/2023,55,16,Inprogress
202,1/12/2023,396,38,Returned
203,25/10/21,534,17,Inprogress
204,10/11/2020,68,31,Cancelled
205,17/05/23,619,53,Delivered
206,8/7/2021,644,22,Returned
207,25/11/21,833,22,Inprogress
208,4/2/2022,6,46,Returned
209,3/6/2022,614,3,Inprogress
210,29/04/22,287,30,Delivered
211,8/7/2020,58,33,Returned
212,20/04/23,645,20,Returned
213,27/08/23,285,8,Inprogress
214,27/08/23,11,21,Delivered
215,8/8/2023,401,31,Inprogress
216,26/03/21,687,27,Inprogress
217,27/03/22,248,3,Inprogress
218,11/4/2022,442,29,Cancelled
219,16/06/23,837,1,Inprogress
220,17/11/21,527,3,Delivered
221,30/09/21,824,41,Returned
222,18/02/21,286,35,Cancelled
223,5/9/2023,351,36,Returned
224,17/05/23,433,19,Delivered
225,4/4/2023,785,48,Delivered
226,17/02/20,243,36,Returned
227,23/02/21,129,1,Inprogress
228,19/09/20,805,1,Inprogress
229,26/01/21,353,30,Inprogress
230,31/01/20,582,10,Delivered
231,11/3/2021,195,48,Delivered
232,24/08/20,226,30,Cancelled
233,23/07/21,543,32,Returned
234,31/05/21,464,25,Inprogress
235,20/12/23,220,20,Cancelled
236,23/07/20,370,38,Delivered
237,20/06/23,480,10,Cancelled
238,16/12/22,734,52,Cancelled
239,3/2/2020,472,6,Cancelled
240,4/4/2022,654,35,Cancelled
241,28/06/23,22,20,Inprogress
242,5/10/2022,731,17,Cancelled
243,27/11/21,248,48,Delivered
244,4/6/2023,552,49,Inprogress
245,28/07/23,11,9,Returned
246,18/08/23,467,2,Cancelled
247,12/1/2020,562,24,Delivered
248,27/11/23,72,33,Delivered
249,15/09/20,642,14,Returned
250,10/1/2024,180,46,Inprogress
251,26/11/22,528,44,Inprogress
252,16/09/22,275,29,Inprogress
253,14/06/22,199,48,Cancelled
254,17/01/21,19,23,Delivered
255,28/08/22,216,29,Returned
256,7/3/2022,747,25,Delivered
257,3/7/2020,144,14,Inprogress
258,1/10/2021,247,50,Returned
259,22/05/23,858,53,Inprogress
260,12/4/2022,411,21,Inprogress
261,24/04/20,160,7,Inprogress
262,8/11/2022,532,11,Delivered
263,28/03/23,866,42,Cancelled
264,19/08/20,756,39,Returned
265,6/8/2020,291,40,Cancelled
266,4/10/2021,80,2,Inprogress
267,9/6/2022,857,32,Cancelled
268,12/1/2024,740,35,Cancelled
269,5/4/2020,26,36,Inprogress
270,31/12/22,264,48,Cancelled
271,2/5/2020,331,20,Inprogress
272,28/10/23,613,18,Inprogress
273,22/03/22,880,39,Cancelled
274,14/03/20,108,46,Delivered
275,12/4/2022,896,4,Inprogress
276,14/06/21,663,8,Returned
277,9/1/2021,853,52,Delivered
278,21/06/21,499,37,Returned
279,26/01/20,676,11,Returned
280,29/06/22,167,29,Cancelled
281,5/9/2022,592,15,Delivered
282,19/06/22,804,22,Inprogress
283,19/05/21,803,37,Delivered
284,23/04/23,366,22,Delivered
285,30/05/22,418,12,Delivered
286,13/05/21,870,5,Returned
287,6/1/2024,71,23,Cancelled
288,5/2/2024,461,38,Delivered
289,6/10/2020,668,1,Inprogress
290,10/8/2020,778,43,Inprogress
291,23/10/20,410,32,Cancelled
292,30/08/22,372,36,Returned
293,3/6/2022,242,42,Returned
294,2/9/2021,873,24,Cancelled
295,17/12/21,47,49,Inprogress
296,8/1/2020,864,12,Returned
297,24/11/20,793,30,Returned
298,8/6/2020,315,43,Delivered
299,13/05/23,89,4,Delivered
300,20/05/22,829,40,Delivered
301,14/06/21,697,35,Delivered
302,22/08/22,91,22,Cancelled
303,16/09/21,43,26,Cancelled
304,15/04/20,729,32,Returned
305,21/02/21,295,17,Cancelled
306,22/05/23,15,50,Cancelled
307,16/06/22,96,47,Cancelled
308,23/08/20,104,6,Cancelled
309,31/05/21,112,45,Delivered
310,28/04/22,604,19,Cancelled
311,17/03/20,315,11,Inprogress
312,7/2/2022,730,6,Cancelled
313,30/11/22,435,51,Delivered
314,27/08/22,627,26,Inprogress
315,6/4/2023,79,19,Returned
316,7/9/2021,792,53,Returned
317,19/10/21,614,35,Inprogress
318,2/5/2020,301,18,Delivered
319,21/05/23,855,19,Inprogress
320,22/08/22,895,2,Delivered
321,24/12/23,857,28,Returned
322,11/3/2021,704,17,Cancelled
323,1/8/2022,198,23,Delivered
324,9/3/2022,447,23,Delivered
325,23/06/22,377,41,Returned
326,20/12/23,23,11,Cancelled
327,14/01/20,139,11,Cancelled
328,4/2/2023,77,42,Delivered
329,5/2/2022,58,9,Delivered
330,14/05/23,756,50,Returned
331,13/11/22,406,39,Cancelled
332,13/06/21,348,36,Inprogress
333,8/3/2022,477,32,Returned
334,19/04/20,267,7,Delivered
335,19/01/24,509,36,Inprogress
336,24/01/24,233,26,Delivered
337,4/2/2024,661,34,Cancelled
338,9/10/2022,327,17,Inprogress
339,7/6/2022,42,47,Inprogress
340,13/10/22,628,32,Inprogress
341,21/06/21,291,51,Inprogress
342,10/6/2023,549,24,Delivered
343,14/07/20,874,25,Returned
344,1/2/2024,437,43,Returned
345,1/8/2020,767,26,Delivered
346,20/04/21,55,21,Delivered
347,1/2/2022,665,7,Returned
348,19/11/21,572,22,Returned
349,10/7/2023,60,50,Returned
350,26/06/22,266,52,Returned
351,2/3/2021,29,33,Cancelled
352,27/03/22,156,31,Inprogress
353,9/12/2021,590,47,Cancelled
354,24/09/21,60,5,Inprogress
355,23/05/22,12,26,Returned
356,9/9/2020,648,27,Cancelled
357,3/2/2023,347,24,Delivered
358,30/08/21,384,29,Delivered
359,14/10/22,60,9,Cancelled
360,27/10/21,385,17,Inprogress
361,21/12/23,850,48,Inprogress
362,14/08/23,612,27,Delivered
363,21/04/23,650,19,Inprogress
364,26/12/21,554,31,Cancelled
365,11/1/2023,82,24,Cancelled
366,22/10/20,743,38,Delivered
367,2/10/2021,841,20,Cancelled
368,17/10/21,682,40,Cancelled
369,13/06/20,384,23,Returned
370,28/01/23,877,43,Returned
371,5/12/2021,289,25,Returned
372,21/11/23,230,44,Cancelled
373,25/09/23,816,51,Inprogress
374,3/4/2021,654,28,Cancelled
375,20/11/20,777,35,Returned
376,18/10/23,568,24,Inprogress
377,22/01/20,149,9,Cancelled
378,18/03/23,217,23,Delivered
379,13/01/24,362,53,Cancelled
380,25/11/23,765,46,Cancelled
381,29/11/23,568,15,Inprogress
382,27/05/21,648,19,Cancelled
383,13/12/22,63,17,Cancelled
384,12/9/2020,829,50,Cancelled
385,22/01/24,461,50,Returned
386,20/05/23,802,26,Returned
387,24/01/20,550,32,Delivered
388,3/2/2021,619,5,Cancelled
389,31/12/21,225,22,Inprogress
390,5/4/2022,740,14,Delivered
391,31/03/21,733,16,Inprogress
392,4/3/2022,847,52,Delivered
393,18/10/20,697,34,Inprogress
394,4/8/2023,568,30,Cancelled
395,17/06/23,168,39,Delivered
396,30/11/21,500,25,Cancelled
397,24/09/22,118,16,Inprogress
398,8/9/2022,83,47,Returned
399,10/10/2020,146,8,Inprogress
400,24/05/20,270,35,Cancelled
401,30/08/20,820,30,Inprogress
402,17/08/23,329,40,Returned
403,11/6/2022,354,14,Cancelled
404,12/4/2022,109,17,Cancelled
405,7/9/2023,28,15,Cancelled
406,28/04/21,497,13,Cancelled
407,23/09/21,866,6,Delivered
408,1/9/2022,774,37,Delivered
409,23/04/23,626,6,Cancelled
410,24/06/21,349,45,Inprogress
411,29/10/21,180,27,Inprogress
412,26/07/22,678,46,Delivered
413,7/8/2022,456,46,Cancelled
414,15/09/20,482,32,Cancelled
415,13/05/20,375,28,Cancelled
416,7/8/2022,352,37,Delivered
417,24/06/21,882,20,Inprogress
418,10/12/2023,477,4,Inprogress
419,10/3/2022,646,32,Inprogress
420,2/1/2020,755,24,Returned
421,24/12/23,878,1,Delivered
422,29/11/23,784,34,Delivered
423,29/05/22,742,12,Inprogress
424,29/06/22,628,53,Inprogress
425,20/01/21,505,7,Delivered
426,17/07/21,770,13,Delivered
427,19/11/22,570,4,Delivered
428,5/9/2022,385,46,Cancelled
429,2/3/2021,135,19,Delivered
430,3/2/2024,56,6,Returned
431,12/6/2022,155,41,Delivered
432,7/10/2023,161,28,Returned
433,27/09/21,132,47,Delivered
434,26/05/22,601,17,Returned
435,28/08/22,30,15,Returned
436,19/03/21,756,34,Delivered
437,7/3/2022,439,40,Returned
438,19/03/21,808,34,Cancelled
439,17/06/23,433,10,Returned
440,8/3/2023,100,43,Inprogress
441,30/09/22,353,16,Returned
442,11/9/2020,90,36,Delivered
443,1/2/2024,615,5,Inprogress
444,4/10/2022,265,1,Delivered
445,31/01/22,638,28,Delivered
446,1/5/2022,65,37,Inprogress
447,17/04/20,657,40,Returned
448,19/05/20,623,45,Cancelled
449,16/10/22,759,3,Cancelled
450,12/7/2023,839,8,Inprogress
451,6/3/2023,879,26,Returned
452,21/06/23,887,45,Cancelled
453,30/01/22,780,43,Returned
454,30/01/21,839,7,Returned
455,6/10/2021,430,30,Cancelled
456,19/11/21,165,36,Cancelled
457,1/7/2022,414,19,Returned
458,19/01/23,699,47,Returned
459,22/05/23,564,4,Inprogress
460,2/3/2022,778,27,Returned
461,17/11/23,776,25,Inprogress
462,16/01/21,540,14,Cancelled
463,29/04/21,83,32,Cancelled
464,25/09/23,855,7,Inprogress
465,25/11/23,301,34,Returned
466,24/01/23,600,34,Inprogress
467,20/04/23,271,10,Returned
468,16/07/23,417,23,Delivered
469,4/11/2023,416,33,Delivered
470,20/05/22,752,9,Inprogress
471,3/11/2022,348,20,Inprogress
472,26/01/24,690,52,Delivered
473,12/1/2020,71,34,Delivered
474,1/10/2022,468,31,Delivered
475,18/02/23,763,45,Inprogress
476,14/07/22,52,17,Delivered
477,21/12/22,667,5,Inprogress
478,7/6/2023,139,47,Delivered
479,20/01/21,227,8,Delivered
480,19/01/20,103,5,Inprogress
481,10/2/2023,430,43,Returned
482,11/4/2022,886,7,Cancelled
483,25/05/23,881,17,Delivered
484,18/04/20,87,19,Cancelled
485,23/03/20,400,5,Delivered
486,10/3/2023,307,16,Cancelled
487,25/08/21,68,15,Returned
488,11/12/2020,260,26,Returned
489,7/5/2022,431,20,Cancelled
490,2/4/2021,790,2,Returned
491,26/03/21,832,8,Cancelled
492,13/02/20,107,21,Returned
493,16/10/21,545,37,Inprogress
494,29/01/20,4,39,Delivered
495,7/8/2022,466,14,Cancelled
496,2/10/2022,287,48,Cancelled
497,3/3/2021,668,39,Inprogress
498,22/02/23,868,21,Cancelled
499,9/10/2021,872,34,Delivered
500,25/02/21,139,48,Inprogress
501,4/10/2022,298,24,Delivered
502,13/10/21,663,30,Returned
503,17/09/23,877,32,Inprogress
504,19/11/21,424,32,Delivered
505,24/09/20,357,6,Delivered
506,3/1/2020,864,4,Inprogress
507,29/09/22,338,2,Cancelled
508,22/05/20,614,43,Cancelled
509,29/08/21,857,26,Returned
510,11/3/2020,200,11,Cancelled
511,19/06/23,684,26,Inprogress
512,27/10/22,103,5,Cancelled
513,17/05/23,879,3,Inprogress
514,21/08/21,442,7,Cancelled
515,17/08/21,509,10,Delivered
516,10/3/2023,636,31,Cancelled
517,20/09/21,253,45,Cancelled
518,20/11/21,549,48,Inprogress
519,30/11/21,251,48,Inprogress
520,7/6/2020,538,50,Cancelled
521,30/05/22,105,5,Cancelled
522,4/11/2020,86,1,Returned
523,12/10/2020,635,17,Delivered
524,18/09/22,443,29,Returned
525,31/03/23,750,29,Returned
526,16/01/22,769,29,Cancelled
527,4/7/2020,780,39,Cancelled
528,4/11/2021,643,16,Returned
529,8/11/2023,356,43,Delivered
530,9/1/2021,74,28,Cancelled
531,22/04/23,642,7,Inprogress
532,25/11/21,409,22,Inprogress
533,27/06/20,683,16,Delivered
534,15/10/20,47,32,Delivered
535,15/04/20,773,10,Delivered
536,29/11/22,691,30,Delivered
537,26/07/21,425,20,Inprogress
538,21/02/22,685,7,Delivered
539,29/07/22,18,9,Cancelled
540,17/12/20,774,53,Cancelled
541,30/05/23,617,48,Delivered
542,28/09/21,171,25,Returned
543,12/9/2021,569,35,Inprogress
544,4/7/2020,119,11,Inprogress
545,15/01/23,543,25,Delivered
546,29/07/21,2,10,Delivered
547,14/08/22,143,45,Cancelled
548,30/12/21,532,46,Delivered
549,22/11/22,124,35,Delivered
550,1/6/2023,401,3,Delivered
551,16/06/22,599,12,Cancelled
552,17/03/22,317,48,Cancelled
553,28/08/21,652,38,Cancelled
554,20/12/23,368,13,Inprogress
555,31/05/22,431,44,Delivered
556,18/01/24,610,38,Inprogress
557,26/01/20,544,25,Delivered
558,5/2/2021,587,4,Delivered
559,19/12/23,742,8,Delivered
560,16/12/23,784,2,Returned
561,19/07/23,679,40,Returned
562,15/07/23,481,17,Delivered
563,4/12/2022,210,34,Delivered
564,28/12/23,45,30,Cancelled
565,8/5/2023,569,17,Cancelled
566,7/12/2022,718,48,Inprogress
567,25/08/23,100,9,Inprogress
568,14/04/22,21,45,Cancelled
569,27/03/22,578,39,Cancelled
570,2/4/2022,156,36,Cancelled
571,26/10/23,752,42,Cancelled
572,22/05/23,288,7,Cancelled
573,3/3/2023,39,53,Returned
574,10/11/2023,545,35,Returned
575,23/03/21,858,24,Cancelled
576,23/10/21,866,14,Inprogress
577,15/04/23,304,34,Cancelled
578,5/12/2020,81,41,Inprogress
579,21/02/22,739,12,Cancelled
580,1/11/2020,206,17,Returned
581,7/9/2022,611,36,Cancelled
582,28/01/21,856,48,Inprogress
583,8/10/2023,682,14,Cancelled
584,28/03/21,796,4,Delivered
585,13/06/23,435,33,Returned
586,18/07/23,179,39,Delivered
587,2/4/2022,590,13,Cancelled
588,21/12/20,146,15,Cancelled
589,8/11/2020,625,31,Returned
590,20/09/21,404,5,Returned
591,18/05/21,59,49,Cancelled
592,24/07/20,248,42,Returned
593,19/08/23,387,41,Returned
594,5/1/2023,794,14,Cancelled
595,9/9/2020,785,26,Returned
596,30/04/22,617,7,Cancelled
597,9/9/2021,97,23,Delivered
598,13/06/20,186,17,Returned
599,26/02/21,703,19,Cancelled
600,22/11/20,610,35,Inprogress
601,18/10/21,391,17,Inprogress
602,29/10/22,521,34,Returned
603,17/08/22,881,30,Delivered
604,14/05/23,759,37,Cancelled
605,21/01/20,728,5,Cancelled
606,18/09/21,293,45,Delivered
607,11/6/2023,90,11,Inprogress
608,13/12/21,391,4,Delivered
609,28/04/20,699,11,Delivered
610,9/6/2021,666,43,Returned
611,10/9/2021,427,30,Returned
612,7/3/2023,549,43,Returned
613,25/09/23,559,8,Returned
614,10/11/2023,771,11,Inprogress
615,3/10/2021,260,44,Inprogress
616,6/6/2021,204,48,Inprogress
617,23/01/20,632,33,Inprogress
618,15/01/23,874,45,Cancelled
619,25/03/22,153,48,Cancelled
620,17/03/23,621,2,Cancelled
621,17/02/22,110,24,Inprogress
622,26/08/23,576,30,Inprogress
623,15/01/22,415,28,Delivered
624,28/01/23,466,29,Delivered
625,13/04/21,84,2,Cancelled
626,17/11/22,101,48,Returned
627,12/5/2023,671,43,Inprogress
628,19/02/21,124,46,Cancelled
629,18/11/21,584,19,Cancelled
630,7/5/2022,475,19,Returned
631,28/08/21,895,4,Delivered
632,21/12/23,726,5,Cancelled
633,17/02/20,301,49,Inprogress
634,5/12/2021,299,17,Delivered
635,9/2/2021,189,20,Cancelled
636,20/12/23,251,47,Cancelled
637,12/6/2020,87,48,Cancelled
638,20/01/23,784,8,Returned
639,24/12/23,547,47,Delivered
640,13/04/23,417,47,Inprogress
641,6/10/2022,510,26,Returned
642,11/1/2023,772,22,Cancelled
643,11/12/2023,105,4,Inprogress
644,22/08/23,574,15,Delivered
645,25/01/24,52,46,Delivered
646,16/12/21,254,37,Inprogress
647,30/11/20,673,33,Inprogress
648,27/12/23,729,2,Cancelled
649,20/06/23,601,29,Delivered
650,5/12/2020,140,51,Inprogress
651,4/2/2021,58,19,Cancelled
652,1/4/2023,6,43,Delivered
653,4/6/2023,428,16,Returned
654,22/08/21,232,27,Inprogress
655,5/5/2023,379,2,Returned
656,11/1/2024,538,21,Inprogress
657,16/10/21,222,39,Delivered
658,2/5/2021,370,47,Delivered
659,23/04/23,505,15,Delivered
660,26/07/22,577,42,Delivered
661,17/04/22,159,13,Returned
662,12/2/2021,674,51,Returned
663,29/10/22,123,32,Returned
664,2/10/2022,112,18,Returned
665,29/01/24,148,50,Cancelled
666,25/12/23,235,34,Cancelled
667,28/10/21,30,43,Cancelled
668,2/10/2021,513,40,Inprogress
669,14/10/23,61,38,Delivered
670,6/10/2022,584,27,Cancelled
671,2/9/2023,618,2,Inprogress
672,13/12/20,804,14,Inprogress
673,8/3/2020,781,28,Returned
674,24/09/23,596,40,Inprogress
675,20/10/21,243,11,Cancelled
676,5/2/2022,234,8,Returned
677,16/09/20,862,19,Delivered
678,25/01/24,97,41,Delivered
679,15/10/22,72,31,Delivered
680,28/12/22,289,20,Returned
681,9/11/2020,879,21,Delivered
682,24/12/21,261,5,Inprogress
683,24/12/20,521,14,Cancelled
684,3/3/2023,602,9,Returned
685,22/04/20,46,26,Delivered
686,20/09/21,561,41,Delivered
687,20/05/22,231,27,Delivered
688,25/02/22,884,21,Inprogress
689,4/6/2020,184,13,Cancelled
690,23/02/22,449,6,Returned
691,19/07/20,810,36,Delivered
692,27/09/23,97,34,Cancelled
693,7/12/2022,777,1,Inprogress
694,18/02/22,273,18,Returned
695,26/01/24,671,47,Inprogress
696,30/01/24,513,7,Returned
697,18/02/20,293,12,Inprogress
698,11/8/2020,424,50,Delivered
699,6/8/2022,343,2,Cancelled
700,4/7/2023,453,21,Delivered
701,2/3/2021,133,49,Cancelled
702,2/1/2022,24,10,Inprogress
703,26/11/21,607,37,Delivered
704,10/6/2023,116,48,Delivered
705,15/10/20,30,12,Returned
706,14/02/22,69,37,Returned
707,20/06/23,419,46,Delivered
708,9/11/2021,341,15,Delivered
709,25/03/23,301,51,Returned
710,18/06/23,870,23,Inprogress
711,10/6/2022,692,45,Returned
712,18/01/23,101,25,Inprogress
713,6/5/2023,445,9,Inprogress
714,3/8/2020,142,26,Returned
715,15/07/23,792,15,Inprogress
716,26/09/20,888,41,Returned
717,18/08/22,99,46,Delivered
718,14/03/21,381,19,Returned
719,7/11/2023,362,31,Cancelled
720,15/08/23,395,29,Cancelled
721,16/10/21,661,30,Inprogress
722,1/3/2022,329,18,Inprogress
723,27/01/24,420,37,Cancelled
724,6/5/2023,456,24,Inprogress
725,21/10/20,133,41,Returned
726,28/06/22,142,12,Cancelled
727,30/08/21,694,5,Returned
728,12/2/2022,146,13,Returned
729,21/05/22,762,50,Inprogress
730,14/02/21,804,22,Inprogress
731,19/01/24,104,42,Returned
732,18/10/21,529,50,Delivered
733,24/06/20,215,26,Delivered
734,12/1/2024,639,19,Inprogress
735,23/03/22,172,12,Cancelled
736,30/12/20,345,17,Inprogress
737,15/04/21,435,16,Cancelled
738,21/11/20,238,1,Delivered
739,20/12/20,688,8,Cancelled
740,7/6/2021,606,38,Delivered
741,10/11/2022,43,25,Delivered
742,27/05/20,182,37,Inprogress
743,16/12/22,571,16,Cancelled
744,17/03/21,861,36,Inprogress
745,5/5/2020,90,21,Inprogress
746,9/7/2021,164,42,Cancelled
747,19/02/22,537,22,Delivered
748,11/6/2023,119,11,Returned
749,11/4/2020,243,27,Cancelled
750,19/08/22,389,46,Cancelled
751,25/09/22,346,16,Inprogress
752,3/12/2020,614,4,Inprogress
753,17/12/23,819,11,Delivered
754,29/01/23,649,21,Inprogress
755,26/01/20,737,32,Cancelled
756,8/1/2024,677,9,Delivered
757,8/11/2021,753,44,Returned
758,10/10/2023,826,25,Cancelled
759,11/4/2020,454,30,Returned
760,27/09/20,316,10,Cancelled
761,1/9/2021,260,35,Delivered
762,7/9/2020,846,31,Cancelled
763,24/07/21,629,32,Cancelled
764,1/10/2022,848,2,Delivered
765,14/09/22,318,14,Returned
766,8/2/2024,7,23,Cancelled
767,11/6/2023,511,14,Delivered
768,14/01/20,195,48,Returned
769,14/01/20,74,19,Returned
770,4/4/2020,652,51,Inprogress
771,20/01/22,75,45,Cancelled
772,8/3/2020,282,51,Cancelled
773,27/03/23,614,38,Cancelled
774,30/01/24,256,17,Inprogress
775,23/08/23,821,41,Returned
776,12/12/2023,46,27,Cancelled
777,6/7/2021,316,39,Inprogress
778,17/01/23,268,31,Cancelled
779,30/04/22,429,52,Cancelled
780,7/3/2023,702,11,Delivered
781,6/1/2020,57,14,Delivered
782,25/03/21,741,39,Delivered
783,8/3/2023,501,50,Cancelled
784,10/8/2021,144,15,Inprogress
785,2/3/2020,190,42,Returned
786,24/11/22,442,40,Delivered
787,24/09/21,166,10,Inprogress
788,13/03/22,8,7,Inprogress
789,21/01/24,313,42,Delivered
790,5/11/2022,306,24,Inprogress
