order_item_id,order_id,product_id,quantity,price_per_unit
75,778,541,2,1661.7
76,12297,33,1,1276.56
77,16599,174,5,1065.39
78,10042,271,3,1133.75
79,13173,448,5,79.47
80,620,121,2,115.87
81,1608,645,4,1262.87
82,19133,381,2,20.58
83,8567,611,1,241.6
84,14142,747,4,941.34
85,17543,379,1,883.67
86,285,482,5,403.13
87,18501,296,1,1529.48
88,5420,487,5,1510.53
89,18992,465,1,1031.89
90,6397,60,2,1290.49
91,8610,428,4,964.02
92,20412,497,4,403.61
93,17050,563,5,807.49
94,5470,509,5,475.75
95,2712,407,2,1408.04
96,17560,74,3,1132.06
97,19157,451,1,592.57
98,18037,452,1,1119.63
99,21139,343,5,1330.22
100,10339,358,3,1177.5
101,8870,112,3,1253.29
102,18172,761,4,431.79
103,21205,733,5,1848.4
104,4541,740,4,1721.01
105,4827,250,5,261.83
106,20841,611,1,254.46
107,1258,330,1,343.01
108,17335,309,4,1395.67
109,4116,451,1,1608.32
110,6775,113,5,272.19
111,16106,103,5,1701.77
112,3404,567,5,1179.55
113,2030,350,2,1849.18
114,2825,489,4,1532.11
115,6972,141,2,388.98
116,19290,473,5,1436.31
117,17840,387,5,473.54
118,18832,314,5,1910.44
119,16635,357,1,1841.15
120,3542,159,2,1791.25
121,8487,514,2,969.62
122,10837,258,2,1861.73
123,85,475,5,890.43
124,14115,430,5,1150.98
125,6530,728,5,1563.14
126,822,598,4,1390.18
127,8097,570,5,334.76
128,19985,279,3,126.4
129,10801,494,1,1332.34
130,19817,228,1,1482.66
131,9499,544,3,511.48
132,7726,690,1,61.09
133,10429,442,3,351.29
134,9600,667,5,1979.17
135,14268,661,4,696.54
136,3961,113,3,612.98
137,14195,627,3,760.63
138,14676,112,5,1782.46
139,8687,199,2,1642.75
140,9899,242,1,1812.13
141,21319,516,1,359.73
142,6337,726,2,1369.76
143,10617,49,4,1235.6
144,19330,623,5,829.83
145,19597,52,1,1459.56
146,19203,619,4,1335.39
147,14367,469,2,844.94
148,346,635,4,1927.07
149,6509,218,4,82.16
150,15055,474,1,1000.52
151,17818,73,4,1644.49
152,18717,436,3,829.64
153,4831,739,2,1025.45
154,15488,469,1,1636.3
155,16110,506,4,734.63
156,7482,511,2,456.51
157,18192,16,3,1244.73
158,10401,722,3,1896.35
159,1364,246,1,1209.63
160,8943,629,1,902.02
161,431,689,4,1567.78
162,20737,574,4,663.89
163,11092,52,2,247.86
164,21469,550,2,585.86
165,16537,445,4,1745.71
166,5602,710,3,1822.46
167,10183,444,3,1389
168,16218,397,2,655.78
169,14160,422,5,1009.02
170,5599,50,3,1943.65
171,17008,328,4,157.66
172,14923,249,5,1124.22
173,3549,574,2,1657.3
174,17670,239,2,550.88
175,18602,18,2,1566.2
176,15754,671,3,927.59
177,16397,221,4,822.99
178,3108,401,2,1721.72
179,19418,148,3,1693.44
180,9195,53,2,665.57
181,6315,494,5,747.33
182,2225,661,5,1134.68
183,2978,15,4,1256.86
184,4726,442,1,1652.09
185,7555,327,5,1382.82
186,17179,180,2,930.63
187,20317,225,2,350.45
188,5953,688,2,1796.35
189,20546,351,4,215.95
190,17425,471,1,549.94
191,2062,193,4,485.64
192,21598,723,5,1906.11
193,19517,352,3,1187.6
194,824,681,4,1619.03
195,12435,353,2,574.6
196,13829,281,5,806.74
197,20894,526,1,1975.44
198,15361,72,1,1981.46
199,9242,430,5,1915.51
200,1266,396,2,941
201,9882,346,1,1310.29
202,8052,178,2,655.41
203,12506,185,1,1060.13
204,12447,752,2,727.29
205,3989,675,5,476.71
206,5702,434,2,1955.47
207,17361,524,4,1615
208,1858,376,1,1201.56
209,9723,324,3,1523.99
210,18609,475,4,1279.29
211,21294,639,1,1603.01
212,18057,299,2,89.61
213,16344,417,3,774.25
214,17412,611,1,1405.1
215,18190,382,5,1521.72
216,11737,188,4,894.92
217,21355,339,4,1436.87
218,1020,482,4,1208.89
219,10904,20,4,441.91
220,17179,68,2,404.61
221,13023,218,2,1481.16
222,6309,76,4,668.66
223,7009,129,2,930.85
224,6633,327,3,309.05
225,930,123,3,511.96
226,13649,755,1,1079.8
227,19735,558,5,1731.93
228,273,236,1,599.61
229,8698,299,3,649.76
230,13467,479,5,401.49
231,17250,302,4,1617.66
232,13765,259,4,886.43
233,10797,512,3,1232.34
234,13021,698,5,1111.02
235,20996,300,5,1330.76
236,7108,122,1,920.52
237,10624,406,5,1211.5
238,10179,12,5,1946.42
239,12860,59,3,720.66
240,9903,240,4,1836.43
241,19443,477,1,1921.67
242,10888,539,2,1995.77
243,17076,637,2,276.64
244,16151,575,3,160.04
245,4029,722,2,909.9
246,9632,492,3,170.8
247,19544,571,2,540.16
248,11280,154,5,943.59
249,3065,383,2,338.13
250,16364,185,4,595.78
251,14439,516,2,1143.08
252,15046,702,3,847.42
253,3171,685,4,1394.09
254,6603,194,4,102.06
255,13618,407,2,1785.95
256,21076,282,1,449.59
257,20020,157,5,1591.61
258,154,447,1,651.16
259,16098,400,2,1114.51
260,5429,623,1,1603.78
261,8800,599,1,537.52
262,20603,395,5,420.93
263,21073,657,5,1652.89
264,9589,38,4,1217
265,13002,39,2,654.57
266,14717,217,3,1159.87
267,16444,392,3,952.02
268,18989,90,5,376.64
269,6338,148,1,1176.13
270,16626,442,5,356.56
271,15397,753,3,866.15
272,15240,361,3,1462.74
273,6522,387,3,1599.93
274,12458,561,5,318.02
275,12580,103,1,686.32
276,9094,292,3,1882.63
277,1101,252,5,1398.33
278,10922,399,4,726.61
279,1280,226,1,767.4
280,17472,23,1,599.63
281,11597,430,5,234.25
282,7861,517,3,1593.39
283,18854,17,2,1512.45
284,4196,744,4,1507.03
285,12193,312,2,1810.01
286,3100,132,1,1010.44
287,13039,189,3,685.36
288,19899,404,4,939.4
289,20468,146,5,1075.38
290,16255,185,1,1750.05
291,17044,608,3,79.9
292,11978,98,4,556.2
293,4865,413,4,730.66
294,2212,234,1,1381.19
295,13200,469,2,1846.72
296,16324,485,1,132.47
297,3332,266,4,148.03
298,6055,430,3,501.85
299,6098,531,5,1661.62
300,10964,305,2,1628.8
301,10227,363,2,819.91
302,13622,477,1,1812.45
303,11557,331,5,244.94
304,1531,304,5,1460.59
305,8395,264,4,1953.78
306,20711,626,3,1071.9
307,3869,162,5,1994.63
308,111,513,4,1123.7
309,9436,281,4,1795.59
310,21076,105,1,1809.36
311,15161,560,3,1409.45
312,19294,557,5,1758.46
313,9257,240,5,949.66
314,14431,217,5,499.32
315,21070,84,5,1116.08
316,11380,554,5,485.32
317,2930,635,1,1576.47
318,10746,150,2,1443.51
319,1143,104,2,128.69
320,6069,561,5,1802.41
321,13154,477,2,124.59
322,1030,359,1,1631.59
323,13060,297,2,1502.81
324,264,687,3,433.68
325,19874,44,1,1716.28
326,8098,550,2,177.78
327,13397,745,4,539.98
328,6621,708,5,473.43
329,15654,74,2,646.64
330,9850,192,1,340.52
331,15794,129,4,422
332,1246,552,5,323.59
333,20261,102,1,95.84
334,4962,520,1,1901.39
335,7843,238,4,476.43
336,16299,632,3,646.63
337,3630,28,4,935.14
338,17409,283,3,1283.28
339,11820,324,2,266.67
340,16470,14,3,625.17
341,12228,506,4,580.54
342,9208,341,4,1536.66
343,11082,677,1,908.85
344,13045,404,2,80
345,10129,294,2,1640.01
346,850,118,4,360.8
347,10714,191,2,1581.52
348,19831,403,5,943.57
349,10327,603,4,1789.92
350,19654,406,5,533.83
351,15988,283,3,262.65
352,21512,159,1,1263.59
353,11435,112,2,1151.54
354,19419,601,2,1466.98
355,17900,534,5,1686.02
356,7096,763,4,259.08
357,3777,764,1,329.87
358,11322,96,1,594.43
359,133,614,3,1708.45
360,12961,174,4,1737.4
361,20257,265,5,103.93
362,16187,675,2,332.38
363,15915,592,3,851.16
364,13989,237,4,810.47
365,13589,293,2,1527.18
366,21583,87,3,1983.98
367,5753,113,4,1933.85
368,9018,381,5,1424.48
369,18421,250,4,1964.63
370,13090,502,2,509.14
371,12188,423,4,699.71
372,10099,383,2,1228.6
373,14771,619,4,1788.1
374,15179,718,4,1641.44
375,19219,560,3,161.71
376,6899,676,4,838.14
377,20436,726,5,1627.86
378,14852,681,4,554.16
379,9738,665,2,1842.78
380,7614,751,5,25.45
381,1593,605,4,286.05
382,2320,319,4,351.16
383,4316,512,2,1946.77
384,20094,312,4,854.83
385,4128,29,3,1344.65
386,7950,630,1,1321.75
387,20638,456,2,1489.84
388,8927,631,5,1240.87
389,14206,6,1,433.95
390,20231,19,1,742.34
391,17059,357,2,176.05
392,2010,118,1,1829.56
393,17279,507,1,969.19
394,1006,687,2,592.34
395,7224,490,2,1255.8
396,21553,735,1,752.17
397,7565,503,4,308.72
398,8662,654,5,1504.28
399,15364,312,4,466.17
400,14834,236,1,176.41
401,6118,639,2,514.76
402,15627,443,4,832.48
403,1961,185,3,1783.88
404,3127,572,2,288.81
405,7071,78,3,51.06
406,8145,323,2,681.68
407,21095,158,4,1440.43
408,3397,39,1,144.44
409,3525,85,2,456.85
410,6123,209,1,1423.83
411,21273,705,3,1711.84
412,5890,91,5,1346.58
413,12629,587,5,1946.25
414,12536,217,3,1416.27
415,14818,290,5,590.6
416,3900,27,3,825.32
417,8626,400,5,649.68
418,19967,425,4,435.87
419,1532,243,1,1258.05
420,166,565,2,1645.91
421,20202,653,2,139.24
422,20342,88,3,1538.26
423,5704,195,4,1953.79
424,14664,372,3,597.82
425,19977,148,4,1959.63
426,20219,682,5,382.71
427,20430,218,3,707.99
428,18401,410,3,645.34
429,7731,514,5,1654.79
430,4679,245,3,1549.61
431,1590,110,2,1388.15
432,17275,171,3,1083.11
433,13650,761,2,442.94
434,6049,744,2,1823.8
435,19363,117,4,1303.39
436,21135,135,1,1230.6
437,10970,759,1,870.34
438,11767,137,2,1643.78
439,11920,203,5,1614.21
440,20981,546,3,1731.78
441,20498,447,5,842.83
442,16717,85,3,263.23
443,4980,371,1,234.74
444,14321,60,3,1294.04
445,6897,479,5,1067.97
446,12717,413,3,788.43
447,2394,683,4,1236.04
448,815,423,2,304.8
449,18429,117,2,1099.76
450,21593,538,3,994.64
451,5025,742,5,506.44
452,13895,271,4,581.61
453,10824,280,5,958.24
454,7761,607,2,244.26
455,8383,672,3,868.32
456,4754,375,4,182.78
457,14615,605,1,181.33
458,18329,372,2,1953.8
459,469,346,1,420.4
460,14222,715,3,1295.85
461,7958,472,1,253.58
462,4969,446,4,1514.79
463,12476,446,1,1178.91
464,12708,411,5,562.71
465,10103,443,5,957.4
466,15089,446,5,628.95
467,6470,616,1,1051.03
468,7294,58,3,1996.75
469,1181,264,4,362.23
470,16907,299,1,425.05
471,5006,53,4,1778.87
472,14421,258,4,931.22
473,6435,220,5,1570.12
474,18456,212,2,83.36
475,6116,498,4,176.58
476,9003,11,5,690.65
477,10374,407,3,1029.51
478,7205,515,5,1911.91
479,17528,182,2,1904.17
480,9560,399,2,862.45
481,21345,695,4,120.76
482,12482,744,1,764.5
483,5315,634,1,1588.82
484,13242,523,2,1665.7
485,798,619,2,209.52
486,4900,634,5,930.6
487,12689,580,2,635.53
488,8079,352,4,1359.4
489,18106,249,2,1667.31
490,3019,650,3,612.18
491,7586,283,5,149.03
492,6831,371,3,492.13
493,21157,634,3,1139.84
494,849,704,4,1392.54
495,8025,502,5,1906.02
496,8292,716,3,414.03
497,15605,737,5,344.57
498,18136,669,1,1614.65
499,13678,191,3,1762.35
500,18243,330,5,433.85
501,10499,676,4,225.52
502,10875,170,3,322.36
503,4132,466,3,818.95
504,10019,533,4,287.26
505,11259,669,3,982.29
506,2961,115,4,629.08
507,13408,697,3,486.08
508,18322,182,4,87.88
509,1840,47,2,1222.34
510,12736,65,4,765.36
511,20692,82,1,1349.22
512,845,286,5,1964.42
513,18999,305,2,1447.86
514,7075,206,3,1411.23
515,18093,617,3,265.39
516,21376,77,1,1510.27
517,16914,476,1,1330.8
518,8050,127,4,1885.76
519,1078,302,5,1038.45
520,5073,433,3,1619.85
521,5232,264,2,565.12
522,6153,543,2,582.55
523,21002,560,2,775.4
524,8143,41,1,1310.44
525,1244,332,3,1963.24
526,8191,376,5,1232.01
527,713,451,4,1528.43
528,13601,425,2,371.71
529,7724,714,2,479.72
530,2656,2,5,639.19
531,6447,396,3,832.62
532,15084,721,2,40.09
533,21312,602,5,862.77
534,11469,596,5,1225.89
535,2051,109,1,1680.69
536,13351,267,2,1160.38
537,16252,74,1,1435.86
538,10597,640,3,1204.37
539,20074,698,4,1236.58
540,6986,536,5,576.81
541,11029,38,5,451.06
542,11326,367,5,308.98
543,14721,265,1,1599.83
544,14263,184,3,814.5
545,9723,692,4,422.84
546,16515,711,3,434.48
547,821,320,5,966.07
548,7831,603,4,1834.73
549,10489,435,2,1007.77
550,11619,394,2,759.53
551,3179,190,1,1916.28
552,4109,460,5,1883
553,1202,764,2,911.15
554,19758,144,4,1988.21
555,19247,707,1,69.06
556,6254,208,2,1192.28
557,9498,463,5,1022.07
558,4921,384,1,872.41
559,21472,309,4,942.22
560,8609,231,2,1433.12
561,15719,561,3,941.22
562,16617,549,5,1113.7
563,20768,259,2,417.41
564,4835,661,2,1886.03
565,8616,453,1,1620.32
566,722,434,4,940.14
567,5880,615,1,112.75
568,3940,744,2,1037.25
569,1515,315,4,266.37
570,15599,482,4,1735.68
571,1981,31,2,1298.83
572,16124,671,4,1637.15
573,11873,58,5,587.2
574,5647,228,3,919.82
575,13424,406,4,843.77
576,8832,681,4,1002.87
577,15460,650,3,79.38
578,16875,275,3,1530.98
579,6653,498,4,1849.98
580,18256,755,1,650.43
581,14005,180,3,1524.6
582,8861,139,1,80.1
583,3546,228,2,1394.43
584,8269,10,2,777.74
585,17927,56,3,598.09
586,530,351,3,493.85
587,1261,197,4,625.27
588,6963,193,1,1532.41
589,9525,752,3,161.37
590,17467,730,3,1719.17
591,1855,468,1,408.19
592,7101,487,4,1206.55
593,6820,416,2,966.11
594,12887,568,5,440.74
595,13271,299,2,1128.87
596,11339,323,2,1085.68
597,8855,69,3,1805.36
598,948,711,5,115.28
599,16910,393,5,1459.79
600,21295,290,5,332.88
601,14856,647,5,1522.08
602,8520,541,4,1996.58
603,570,242,1,224.26
604,17188,293,5,350.95
605,915,99,2,600.72
606,1551,9,1,1245.5
607,20983,652,1,1670.15
608,5531,215,5,986.73
609,8760,277,5,1654.86
610,21161,239,4,1572.87
611,5089,626,1,1120.88
612,17776,197,5,1035.81
613,19058,490,2,716.89
614,18646,559,2,1920.77
615,341,504,1,1733.84
616,6629,11,4,1995.03
617,2289,694,5,924.92
618,13705,301,2,1314.97
619,12825,661,3,284.44
620,13769,497,3,159.62
621,337,737,2,1343.59
622,45,582,3,1321.27
623,17851,605,1,889.74
624,8707,381,4,1393.98
625,4974,755,4,314.28
626,7523,488,3,397.1
627,5646,472,5,259.81
628,11469,69,3,308.29
629,9127,77,4,363.54
630,7568,759,2,610.68
631,7071,166,2,372.68
632,15765,724,4,1766.41
633,16649,451,2,1293.99
634,15577,48,4,1186.38
635,20507,461,1,685.93
636,14716,541,2,1517.34
637,19547,456,1,880.06
638,1038,8,4,1744.42
639,6164,276,2,442.84
640,16692,653,1,1278.56
641,17960,69,4,393.4
642,5466,594,5,86.88
643,19733,736,3,190.23
644,10996,87,1,1075.47
645,1530,521,2,1231.34
646,16209,299,2,229.71
647,20062,373,5,1981.61
648,2600,635,1,523.44
649,513,687,5,728.63
650,14730,34,5,1264.08
651,8840,742,5,1889.61
652,94,616,5,1403.91
653,11667,497,2,1354.32
654,21513,319,2,1837.81
655,12486,745,3,693.3
656,16495,294,3,568.3
657,1499,146,4,275.8
658,5799,479,3,188.44
659,1439,669,2,1761.24
660,8670,707,3,1695.57
661,10823,680,4,584.15
662,10772,162,1,235.53
663,16904,668,2,1628.35
664,16742,552,4,1988.37
665,21046,374,2,281.39
666,14444,751,1,1363.52
667,19415,443,3,1962.28
668,3738,280,2,1764.47
669,12403,274,3,520.2
670,10964,763,3,787.68
671,12740,165,3,720.88
672,8677,578,3,1241.95
673,3664,176,3,995.86
674,85,582,5,426.93
675,8873,159,2,1489.15
676,3348,10,2,829.42
677,1056,735,3,1787
678,11796,192,2,1871.64
679,10073,507,4,1100.61
680,12118,412,2,83.56
681,8845,493,4,411.45
682,16314,552,3,48.65
683,1712,53,5,1260.17
684,20744,372,4,1520.98
685,20498,734,2,120.26
686,13821,175,1,698.24
687,10580,498,5,1810.85
688,9023,559,4,1025.87
689,19222,184,1,440.62
690,950,231,1,1624.72
691,12553,625,2,1478.96
692,3802,486,4,441.84
693,17305,716,5,1878.17
694,4674,183,5,295.58
695,18600,552,1,1146.8
696,11000,343,5,1459.06
697,13686,9,3,1468.69
698,16275,475,4,1709.91
699,8712,210,4,1833.67
700,21311,160,4,436.3
701,9014,341,3,995.24
702,10007,552,5,1668.21
703,6339,724,2,159.05
704,6696,188,3,1708.11
705,13154,427,5,1578.48
706,3711,185,2,1458.76
707,5571,217,2,128.83
708,3527,163,1,1209.1
709,13012,173,5,1783.06
710,1129,88,3,1032.6
711,2973,287,4,1291.74
712,3666,399,5,943.94
713,7459,736,1,584.29
714,8095,279,2,1804.55
715,14696,53,2,1595.74
716,15169,325,2,132.83
717,7504,292,5,1656.67
718,12361,326,4,1111.7
719,11857,508,3,979.09
720,9371,276,3,1321.11
721,11129,429,2,381.93
722,3248,703,2,705.05
723,14361,73,4,1899.35
724,2430,429,1,374.52
725,20833,610,2,1251.53
726,7607,505,5,1814.75
727,16362,301,3,1484.22
728,21090,202,2,1481.33
729,7553,162,1,1646.76
730,7525,586,5,1539.36
731,7522,311,2,1822.54
732,6980,703,1,818.13
733,16444,261,4,886.04
734,15111,643,2,1238.52
735,12949,329,5,1178.76
736,3940,324,4,1701.67
737,7033,474,3,250.34
738,21543,637,4,1991.52
739,8936,395,3,1937.27
740,10065,205,1,1828.34
741,13496,350,3,1326.35
742,19900,675,2,306.15
743,1646,369,5,636.96
744,20514,36,2,1562.58
745,3318,90,1,693
746,14930,306,1,1170.2
747,10138,337,1,745.78
748,17945,256,3,1445.27
749,3074,541,5,830.33
750,5762,688,5,278.66
751,12643,148,5,362.4
752,20865,403,3,1542.35
753,12080,705,1,452.92
754,17774,149,3,634.95
755,1033,282,4,1633.01
756,3976,526,4,1689.47
757,3912,405,3,770.98
758,10403,591,3,1889.82
759,2929,361,2,742.33
760,19455,532,1,1812.69
761,19730,450,4,566.52
762,6779,755,5,421.13
763,10012,155,3,1062.67
764,17810,699,2,1971.29
765,11633,125,3,121.3
766,8066,184,5,742.51
767,16319,594,3,690.33
768,10312,59,3,1715.46
769,4115,498,2,1027.44
770,527,751,1,1377.09
771,16375,323,5,1659.08
772,8448,274,2,738.74
773,20336,76,2,82.61
774,21089,707,1,1402.76
775,11858,761,3,1943.81
776,19712,710,2,1496.14
777,4771,246,3,69.67
778,15075,702,5,1571.61
779,12310,349,3,1663.85
780,1649,43,1,475.69
781,13169,281,1,1214.97
782,3216,498,2,1741.3
783,14779,220,5,1693.44
784,581,545,1,1509.91
785,7393,448,1,1126.51
786,18593,220,4,1094.4
787,7887,612,1,713.45
788,13671,165,2,221.49
789,11643,330,2,1606.34
790,19233,77,2,568.88
791,18138,212,4,633.68
792,5773,506,1,1324.07
793,8325,160,2,1129.66
794,3547,491,2,1244.55
795,11904,592,3,1489.51
796,15396,227,2,857.17
797,1793,556,4,650.35
798,19097,242,4,525.28
799,19368,77,2,1286.77
800,11868,35,4,1213.15
801,3967,415,1,473.64
802,1222,499,3,1613.43
803,12179,39,2,1767.46
804,17878,419,3,628.06
805,3288,12,1,1545.34
806,19914,401,4,563.5
807,14428,410,5,1916.35
808,11022,476,5,1905.84
809,17585,243,3,1640.84
810,20815,144,2,493.68
811,1941,11,1,1325.07
812,21156,756,4,1011.07
813,18491,476,1,1926.18
814,11553,371,5,1209.92
815,17933,506,1,998.66
816,7364,512,3,1696.28
817,6232,718,1,1479.67
818,21574,217,3,1805.48
819,18977,163,2,1694.47
820,13982,42,3,595.35
821,2844,24,5,683.97
822,15313,415,4,1926.23
823,6279,217,4,735.07
824,3596,738,4,1640.66
825,19384,450,2,1320.83
826,10676,5,2,1377.44
827,5182,86,4,111.63
828,8890,488,5,822.84
829,10108,622,1,1691.39
830,9355,327,5,1419.84
831,2576,138,1,253.39
832,19390,311,2,312.31
833,6807,73,2,628.54
834,8605,2,4,253
835,13974,650,5,34.63
836,9460,297,3,1115.58
837,12421,15,3,567.56
838,18660,411,2,1836.34
839,16125,528,3,77.04
840,17940,546,5,283.88
841,1219,99,5,784.15
842,1280,503,5,585.79
843,2160,42,4,952.01
844,4150,266,2,1141.15
845,11021,287,3,1958.31
846,21038,611,4,1952.23
847,13130,369,3,791.06
848,15085,556,1,1878.24
849,7516,338,3,1591.03
850,5685,340,5,1523.98
851,803,213,4,1102.71
852,1842,13,3,946.65
853,8287,709,3,1467.37
854,5276,306,3,633.13
855,7942,233,5,1383.67
856,19604,59,4,149.5
857,4867,115,2,1748.39
858,69,217,3,717.5
859,8498,37,1,1753.4
860,5916,43,1,203.48
861,9909,150,2,286.43
862,1584,481,2,547.51
863,5169,291,1,1469.9
864,13911,206,5,1510.63
865,21574,668,3,76.88
866,17391,549,4,747.24
867,10827,520,4,1723.78
868,290,593,5,519.64
869,2455,551,4,314.41
870,10830,375,1,1374.36
871,13759,147,3,1690.2
872,17977,602,1,526.17
873,7645,489,4,1940.9
874,3103,649,2,32
875,2329,354,3,1865.28
876,20937,523,3,898.48
877,1777,524,3,356.68
878,15460,93,5,535.63
879,511,44,1,1421.45
880,1526,541,5,1839.9
881,107,325,5,565.98
882,6672,283,3,140.41
883,21230,154,3,738.9
884,5626,221,5,207.05
885,15193,260,2,382.96
886,4688,699,3,261.44
887,5719,170,4,1416.02
888,8436,51,5,1504.53
889,18352,389,1,407.8
890,14523,67,3,586.6
891,12118,703,5,1080.66
892,20105,496,3,1615.04
893,8225,433,5,1926.41
894,575,551,4,1718.82
895,6374,608,4,157.22
896,16238,219,3,600.86
897,12220,742,5,642.47
898,15696,573,3,748.62
899,10460,62,3,1382.17
900,2590,542,4,1569.72
901,2579,709,5,398.89
902,13965,204,1,848.68
903,12515,527,3,660.92
904,2042,97,4,753.17
905,1771,382,5,1758.96
906,13680,715,3,59.07
907,16833,716,3,1599.36
908,6180,594,3,1765.51
909,5519,136,3,1949.9
910,13465,439,2,879.71
911,19547,287,2,1987.97
912,1918,56,3,1881.39
913,16325,88,4,1370.71
914,20711,210,1,1278.95
915,18028,101,3,93.33
916,7835,698,2,1268.31
917,20163,430,5,1502.51
918,4958,303,4,202.16
919,14469,206,5,1990.12
920,10276,416,3,1342.85
921,19438,196,3,1478.07
922,8391,302,3,782.54
923,8195,357,2,1152.66
924,16599,408,5,86.56
925,4879,388,2,23.41
926,12979,114,3,462.74
927,8214,710,1,567.62
928,7317,738,2,617.85
929,4613,78,1,1273.6
930,14392,601,3,758.41
931,15163,743,4,663.42
932,17963,241,3,828.04
933,21447,329,4,1064.24
934,21351,101,2,1268.77
935,16241,226,2,693.81
936,19340,310,5,1343.3
937,2028,333,2,1370.73
938,8842,144,5,640.69
939,2146,116,4,1169.86
940,17139,345,4,959.45
941,18497,687,3,1417.01
942,2094,746,2,1677.49
943,13069,145,3,1119.27
944,4286,584,2,1799.8
945,14360,380,5,1685.35
946,13353,683,5,398.08
947,1076,23,4,1420.48
948,7374,282,4,843.17
949,14401,680,5,1434.44
950,13469,462,1,1111.82
951,16230,137,1,1084.82
952,3823,677,1,1868.2
953,11607,170,3,1127.87
954,3960,448,2,97.79
955,14595,497,4,449.01
956,3728,2,5,838.17
957,8192,438,3,513.85
958,13308,165,5,544.38
959,14152,107,3,258.26
960,14269,438,5,1549.1
961,11627,519,1,1692.13
962,6790,422,5,1394.51
963,10846,398,2,1223.91
964,15131,754,4,683.94
965,3994,253,4,1665.43
966,17216,424,5,186.88
967,18456,451,3,1196.63
968,848,497,1,1623.2
969,14247,128,1,164.46
970,9575,613,5,1349.41
971,12184,207,5,1828.78
972,2042,460,4,168.61
973,2000,84,1,92.63
974,3350,608,1,1849.73
975,10478,269,5,1825.85
976,21265,386,5,1704.31
977,12372,409,5,966.3
978,18389,561,1,1180.78
979,6804,197,1,1435.11
980,18601,165,5,1653.2
981,938,616,5,137.07
982,17788,480,2,1775.94
983,1797,439,5,728.94
984,17749,635,3,1568.99
985,7460,698,4,671.42
986,11625,309,4,336.99
987,1097,376,1,81.43
988,1558,721,1,139.47
989,174,503,4,341.55
990,8068,522,4,482.2
991,6331,428,1,838.73
992,18540,461,2,1039.49
993,348,764,3,1960.1
994,21571,372,4,523.81
995,18402,303,3,1829.73
996,19366,311,5,71.92
997,6095,749,3,720.55
998,9292,137,5,1357.72
999,12178,685,1,1794.54
1000,18753,53,3,153.83
1001,13542,82,1,967.06
1002,17904,727,1,466.86
1003,2521,308,4,1945.65
1004,20068,488,5,598.6
1005,5448,687,4,1150.16
1006,11917,519,2,1926.18
1007,2912,350,3,1759.51
1008,5886,682,3,811.91
1009,20035,396,2,1862.31
1010,3338,78,1,349.17
1011,12419,89,2,1528.37
1012,19830,518,5,1795.87
1013,8592,712,4,645.16
1014,4830,582,2,698.59
1015,18109,514,5,1257.01
1016,7250,585,5,1195.92
1017,4019,339,5,1176.77
1018,16665,298,1,1174.72
1019,13988,53,3,567.39
1020,19712,386,2,1766.92
1021,8135,314,5,596.51
1022,14491,333,1,610.74
1023,4070,583,5,428.39
1024,10419,720,4,1165.58
1025,4054,177,3,1206.09
1026,6639,38,2,1621.43
1027,7592,545,1,237.26
1028,19146,450,3,54.47
1029,21516,347,1,318.49
1030,15582,714,1,658.83
1031,17943,461,4,438.88
1032,1619,197,4,1237.04
1033,15588,185,1,1436.28
1034,4032,362,4,1737.93
